Time,Subject,Content,Medium,Direction
2024-11-02 19:21:29,,Thank you!,intercom_text,out
2024-11-02 19:16:28,,Yes,intercom_text,out
2024-11-02 09:04:36,,I've arrived,intercom_text,out
2024-11-02 09:04:36,,I've arrived,push,out
2024-11-02 07:35:07,,Blue car,push,out
2024-11-02 07:35:07,,Blue car,intercom_text,out
2024-11-02 07:33:47,,I've arrived,push,out
2024-11-02 07:33:47,,I've arrived,intercom_text,out
2024-11-02 07:19:04,,"OK, got it!",intercom_text,out
2024-11-02 07:19:04,,"OK, got it!",push,out
2024-11-02 07:12:04,,"OK, got it!",intercom_text,out
2024-11-02 07:12:04,,"OK, got it!",push,out
2024-11-02 06:34:36,,"OK, got it!",intercom_text,out
2024-11-02 06:34:36,,"OK, got it!",push,out
2024-11-02 06:03:30,,I've arrived,intercom_text,out
2024-11-02 06:03:30,,I've arrived,push,out
2024-11-02 05:19:39,,I've arrived,intercom_text,out
2024-11-02 05:19:39,,I've arrived,push,out
2024-11-02 03:43:18,,I've arrived,push,out
2024-11-02 03:43:18,,I've arrived,intercom_text,out
2024-11-02 02:01:54,,I've arrived,push,out
2024-11-02 02:01:54,,I've arrived,intercom_text,out
2024-11-01 10:07:27,,I had to restart my phone because the app was not working,intercom_text,out
2024-11-01 10:07:27,,I had to restart my phone because the app was not working,push,out
2024-11-01 10:07:12,,Sorry my phone completely glitched I’m a few minutes away,intercom_text,out
2024-11-01 10:07:12,,Sorry my phone completely glitched I’m a few minutes away,push,out
2024-11-01 08:25:55,,I've arrived,intercom_text,out
2024-11-01 08:25:55,,I've arrived,push,out
2024-11-01 08:05:06,,Blue car,push,out
2024-11-01 08:05:06,,Blue car,intercom_text,out
2024-11-01 05:32:19,,Ok thamks. 7 min,intercom_text,out
2024-11-01 05:32:19,,Ok thamks. 7 min,push,out
2024-11-01 05:20:46,,1041 ETA,push,out
2024-11-01 05:20:46,,1041 ETA,intercom_text,out
2024-11-01 05:20:29,,It says 20 minutes,intercom_text,out
2024-11-01 05:20:29,,It says 20 minutes,push,out
2024-11-01 05:20:25,,I just got out of the traffic area of WeHo,intercom_text,out
2024-11-01 05:20:25,,I just got out of the traffic area of WeHo,push,out
2024-11-01 05:18:28,,Gotchu,intercom_text,out
2024-11-01 05:18:28,,Gotchu,push,out
2024-11-01 05:15:31,,Ok thank you,intercom_text,out
2024-11-01 05:15:31,,Ok thank you,push,out
2024-11-01 05:15:13,,There’s alot of traffic,intercom_text,out
2024-11-01 05:15:13,,There’s alot of traffic,push,out
2024-11-01 05:15:09,,"Yes just making sure. I’m 23 minutes away, is that ok?",push,out
2024-11-01 05:15:09,,"Yes just making sure. I’m 23 minutes away, is that ok?",intercom_text,out
2024-11-01 05:10:21,,Hey the whole street is closed off,intercom_text,out
2024-11-01 05:10:21,,Hey the whole street is closed off,push,out
2024-11-01 05:05:48,,Where is the best place to meet you,push,out
2024-11-01 05:05:48,,Where is the best place to meet you,intercom_text,out
2024-11-01 05:05:40,,The whole street is closed off,push,out
2024-11-01 05:05:40,,The whole street is closed off,intercom_text,out
2024-11-01 04:14:28,,Blue car,intercom_text,out
2024-11-01 04:14:28,,Blue car,push,out
2024-11-01 04:13:42,,Ok i’m right out front,push,out
2024-11-01 04:13:42,,Ok i’m right out front,intercom_text,out
2024-10-31 06:12:50,,I've arrived,intercom_text,out
2024-10-31 06:12:50,,I've arrived,push,out
2024-10-31 06:04:17,,I’m following map,intercom_text,out
2024-10-31 06:04:17,,I’m following map,push,out
2024-10-31 06:04:11,,I'm on my way,intercom_text,out
2024-10-31 06:04:11,,I'm on my way,push,out
2024-10-31 06:04:00,,Ok,intercom_text,out
2024-10-31 06:04:00,,Ok,push,out
2024-10-31 00:21:57,,Ok so i just have to maintain diamond by end of tomorrow,intercom_text,out
2024-10-31 00:17:27,,Ok thank you,intercom_text,out
2024-10-31 00:11:59,,Ok thank you,intercom_text,out
2024-10-31 00:05:52,,Ok thank you,intercom_text,out
2024-10-31 00:04:19,,Thank you,intercom_text,out
2024-10-31 00:04:13,,I just achieved Pro Diamond status and was wondering when I get the $400 bonus,intercom_text,out
2024-10-31 00:03:08,,Hi I was wondering about the Uber Pro reward bonus,intercom_text,out
2024-10-30 21:24:01,,"OK, got it!",push,out
2024-10-30 21:24:01,,"OK, got it!",intercom_text,out
2024-10-30 07:03:53,,"OK, got it!",push,out
2024-10-30 07:03:53,,"OK, got it!",intercom_text,out
2024-10-30 07:03:33,,You’re in front of apex one?,push,out
2024-10-30 07:03:33,,You’re in front of apex one?,intercom_text,out
2024-10-30 07:03:26,,Ok i can come to you,intercom_text,out
2024-10-30 07:03:26,,Ok i can come to you,push,out
2024-10-30 07:03:16,,I’m where the green pickup location is,intercom_text,out
2024-10-30 07:03:16,,I’m where the green pickup location is,push,out
2024-10-30 07:02:59,,What street are you on?,push,out
2024-10-30 07:02:59,,What street are you on?,intercom_text,out
2024-10-30 07:00:44,,I've arrived,intercom_text,out
2024-10-30 07:00:44,,I've arrived,push,out
2024-10-29 22:12:17,,"OK, got it!",push,out
2024-10-29 22:12:17,,"OK, got it!",intercom_text,out
2024-10-28 21:11:03,,"OK, got it!",intercom_text,out
2024-10-28 21:11:03,,"OK, got it!",push,out
2024-10-28 21:02:43,,No worries. Take your time haha,intercom_text,out
2024-10-28 21:02:43,,No worries. Take your time haha,push,out
2024-10-28 21:01:52,,Don’t worry i got it. I’ll wait,push,out
2024-10-28 21:01:52,,Don’t worry i got it. I’ll wait,intercom_text,out
2024-10-28 20:56:52,,I've arrived,push,out
2024-10-28 20:56:52,,I've arrived,intercom_text,out
2024-10-28 06:29:58,,C3,push,out
2024-10-28 06:29:58,,C3,intercom_text,out
2024-10-28 06:29:54,,In lot,intercom_text,out
2024-10-28 06:29:54,,In lot,push,out
2024-10-28 06:29:52,,Im here,push,out
2024-10-28 06:29:52,,Im here,intercom_text,out
2024-10-28 06:16:24,,Once I get closer to the lot,intercom_text,out
2024-10-28 06:16:24,,Once I get closer to the lot,push,out
2024-10-28 06:16:09,,"Hey how are you, it might be easier if you meet me on the street highland because traffic is so bad. But it’s up to you",push,out
2024-10-28 06:16:09,,"Hey how are you, it might be easier if you meet me on the street highland because traffic is so bad. But it’s up to you",intercom_text,out
2024-10-28 05:35:47,,I've arrived,push,out
2024-10-28 05:35:47,,I've arrived,intercom_text,out
2024-10-28 04:52:56,,I've arrived,push,out
2024-10-28 04:52:56,,I've arrived,intercom_text,out
2024-10-28 04:03:27,,"OK, got it!",intercom_text,out
2024-10-28 04:03:27,,"OK, got it!",push,out
2024-10-28 03:59:13,,I've arrived,intercom_text,out
2024-10-28 03:59:13,,I've arrived,push,out
2024-10-26 10:43:20,,"OK, got it!",push,out
2024-10-26 10:43:20,,"OK, got it!",intercom_text,out
2024-10-26 10:16:03,,I've arrived,push,out
2024-10-26 10:16:03,,I've arrived,intercom_text,out
2024-10-26 10:12:40,,5 minutes,push,out
2024-10-26 10:12:40,,5 minutes,intercom_text,out
2024-10-26 10:12:24,,I'm on my way,intercom_text,out
2024-10-26 10:12:24,,I'm on my way,push,out
2024-10-26 09:32:43,,"If i cancel it , it goes against me on the algorithm",intercom_text,out
2024-10-26 09:32:43,,"If i cancel it , it goes against me on the algorithm",push,out
2024-10-26 09:32:03,,Can you cancel it,intercom_text,out
2024-10-26 09:32:03,,Can you cancel it,push,out
2024-10-26 09:28:58,,I've arrived,push,out
2024-10-26 09:28:58,,I've arrived,intercom_text,out
2024-10-26 08:11:19,,I've arrived,push,out
2024-10-26 08:11:19,,I've arrived,intercom_text,out
2024-10-26 07:54:36,,I've arrived,push,out
2024-10-26 07:54:36,,I've arrived,intercom_text,out
2024-10-26 07:02:55,,I've arrived,push,out
2024-10-26 07:02:55,,I've arrived,intercom_text,out
2024-10-26 05:54:33,,I've arrived,push,out
2024-10-26 05:54:33,,I've arrived,intercom_text,out
2024-10-26 04:59:47,,I've arrived,intercom_text,out
2024-10-26 04:59:47,,I've arrived,push,out
2024-10-25 22:56:35,,Getting gas,push,out
2024-10-25 22:56:35,,Getting gas,intercom_text,out
2024-10-25 19:40:01,,I think I see your location i will go towards you,push,out
2024-10-25 19:40:01,,I think I see your location i will go towards you,intercom_text,out
2024-10-25 19:39:50,,Are you on the corner?,push,out
2024-10-25 19:39:50,,Are you on the corner?,intercom_text,out
2024-10-25 19:39:34,,"OK, got it!",intercom_text,out
2024-10-25 19:39:34,,"OK, got it!",push,out
2024-10-25 08:02:01,,I've arrived,push,out
2024-10-25 08:02:01,,I've arrived,intercom_text,out
2024-10-25 07:33:53,,No thank you🙏🏻,intercom_text,out
2024-10-25 07:33:17,,OK that’s OK. Thank you for the loyalty points.,intercom_text,out
2024-10-25 07:32:16,,Thank you,intercom_text,out
2024-10-25 07:29:18,,Ok,intercom_text,out
2024-10-25 07:28:24,,Thank you very much,intercom_text,out
2024-10-25 07:24:05,,I've arrived,intercom_text,out
2024-10-25 07:24:05,,I've arrived,push,out
2024-10-25 07:14:39,,I've arrived,push,out
2024-10-25 07:14:39,,I've arrived,intercom_text,out
2024-10-25 03:17:18,,"OK, got it!",push,out
2024-10-25 03:17:18,,"OK, got it!",intercom_text,out
2024-10-24 23:45:42,,I've arrived,push,out
2024-10-24 23:45:42,,I've arrived,intercom_text,out
2024-10-24 22:24:58,,I've arrived,intercom_text,out
2024-10-24 22:24:58,,I've arrived,push,out
2024-10-23 23:40:45,,I've arrived,push,out
2024-10-23 23:40:45,,I've arrived,intercom_text,out
2024-10-22 21:11:34,,I've arrived,intercom_text,out
2024-10-22 21:11:34,,I've arrived,push,out
2024-10-22 04:06:07,,"OK, got it!",intercom_text,out
2024-10-22 04:06:07,,"OK, got it!",push,out
2024-10-21 05:15:47,,There’s traffic to get inside but i’m almost there on highland,push,out
2024-10-21 05:15:47,,There’s traffic to get inside but i’m almost there on highland,intercom_text,out
2024-10-21 05:15:21,,"OK, got it!",push,out
2024-10-21 05:15:21,,"OK, got it!",intercom_text,out
2024-10-21 04:47:05,,Blue car,push,out
2024-10-21 04:47:05,,Blue car,intercom_text,out
2024-10-21 04:46:59,,Away from highland,push,out
2024-10-21 04:46:59,,Away from highland,intercom_text,out
2024-10-21 04:46:48,,Your left,intercom_text,out
2024-10-21 04:46:48,,Your left,push,out
2024-10-21 04:45:52,,I’m not sure the number. I see number 4 and 5,push,out
2024-10-21 04:45:52,,I’m not sure the number. I see number 4 and 5,intercom_text,out
2024-10-21 04:45:42,,Im in the first lane on your left,push,out
2024-10-21 04:45:42,,Im in the first lane on your left,intercom_text,out
2024-10-21 04:44:32,,"OK, got it!",push,out
2024-10-21 04:44:32,,"OK, got it!",intercom_text,out
2024-10-14 05:18:08,,"OK, got it!",push,out
2024-10-14 05:18:08,,"OK, got it!",intercom_text,out
2024-10-14 05:05:50,,I've arrived,intercom_text,out
2024-10-14 05:05:50,,I've arrived,push,out
2024-10-14 04:01:07,,Trying to get out,intercom_text,out
2024-10-14 04:01:07,,Trying to get out,push,out
2024-10-14 04:00:27,,Ok,push,out
2024-10-14 04:00:27,,Ok,intercom_text,out
2024-10-14 03:59:36,,Blue car,intercom_text,out
2024-10-14 03:59:36,,Blue car,push,out
2024-10-14 03:59:33,,Valet,intercom_text,out
2024-10-14 03:59:33,,Valet,push,out
2024-10-14 03:57:58,,I've arrived,push,out
2024-10-14 03:57:58,,I've arrived,intercom_text,out
2024-10-13 13:25:56,,I called. No answer,push,out
2024-10-13 13:25:55,,I called. No answer,intercom_text,out
2024-10-13 12:49:54,,"OK, got it!",intercom_text,out
2024-10-13 12:49:54,,"OK, got it!",push,out
2024-10-13 12:31:22,,"OK, got it!",push,out
2024-10-13 12:31:22,,"OK, got it!",intercom_text,out
2024-10-13 08:04:08,,Yes,intercom_text,out
2024-10-13 08:04:08,,Yes,push,out
2024-10-13 08:03:47,,I've arrived,intercom_text,out
2024-10-13 08:03:47,,I've arrived,push,out
2024-10-13 07:44:07,,"OK, got it!",intercom_text,out
2024-10-13 07:44:07,,"OK, got it!",push,out
2024-10-13 07:05:41,,I've arrived,push,out
2024-10-13 07:05:41,,I've arrived,intercom_text,out
2024-10-13 03:25:17,,"OK, got it!",intercom_text,out
2024-10-13 03:25:17,,"OK, got it!",push,out
2024-10-13 03:01:49,,I've arrived,intercom_text,out
2024-10-13 03:01:49,,I've arrived,push,out
2024-10-13 02:10:20,,"OK, got it!",intercom_text,out
2024-10-13 02:10:20,,"OK, got it!",push,out
2024-10-13 02:09:09,,Are you in alley or 17th?,intercom_text,out
2024-10-13 02:09:09,,Are you in alley or 17th?,push,out
2024-10-12 11:31:39,,"OK, got it!",push,out
2024-10-12 11:31:39,,"OK, got it!",intercom_text,out
2024-10-12 10:16:05,,I've arrived,intercom_text,out
2024-10-12 10:16:05,,I've arrived,push,out
2024-10-12 10:11:17,,I've arrived,intercom_text,out
2024-10-12 10:11:17,,I've arrived,push,out
2024-10-12 09:24:28,,"OK, got it!",push,out
2024-10-12 09:24:28,,"OK, got it!",intercom_text,out
2024-10-12 09:23:34,,I've arrived,push,out
2024-10-12 09:23:34,,I've arrived,intercom_text,out
2024-10-12 08:58:57,,I've arrived,push,out
2024-10-12 08:58:57,,I've arrived,intercom_text,out
2024-10-12 06:59:49,,I've arrived,push,out
2024-10-12 06:59:49,,I've arrived,intercom_text,out
2024-10-12 06:50:19,,"OK, got it!",push,out
2024-10-12 06:50:19,,"OK, got it!",intercom_text,out
2024-10-12 06:48:22,,I've arrived,push,out
2024-10-12 06:48:22,,I've arrived,intercom_text,out
2024-10-09 08:49:25,,I've arrived,push,out
2024-10-09 08:49:25,,I've arrived,intercom_text,out
2024-10-09 06:56:57,,"OK, got it!",intercom_text,out
2024-10-09 06:56:57,,"OK, got it!",push,out
2024-10-09 04:06:24,,"OK, got it!",intercom_text,out
2024-10-09 04:06:24,,"OK, got it!",push,out
2024-10-08 06:11:26,,Blue hyundai elantra,intercom_text,out
2024-10-08 06:11:26,,Blue hyundai elantra,push,out
2024-10-08 06:11:18,,I've arrived,intercom_text,out
2024-10-08 06:11:18,,I've arrived,push,out
2024-10-08 05:44:44,,Ok awesome. Blue hyundai elantra,intercom_text,out
2024-10-08 05:44:44,,Ok awesome. Blue hyundai elantra,push,out
2024-10-08 05:42:48,,In B line,push,out
2024-10-08 05:42:48,,In B line,intercom_text,out
2024-10-08 05:42:30,,"OK, got it!",intercom_text,out
2024-10-08 05:42:30,,"OK, got it!",push,out
2024-10-08 05:42:21,,I've arrived,push,out
2024-10-08 05:42:21,,I've arrived,intercom_text,out
2024-10-07 22:09:07,,I've arrived,intercom_text,out
2024-10-07 22:09:07,,I've arrived,push,out
2024-10-07 05:13:23,,Almost there,intercom_text,out
2024-10-07 05:13:23,,Almost there,push,out
2024-10-07 05:04:20,,"OK, got it!",intercom_text,out
2024-10-07 05:04:20,,"OK, got it!",push,out
2024-10-07 04:58:00,,"OK, got it!",push,out
2024-10-07 04:58:00,,"OK, got it!",intercom_text,out
2024-10-07 03:01:02,,I've arrived,push,out
2024-10-07 03:01:02,,I've arrived,intercom_text,out
2024-10-07 02:57:48,,"OK, got it!",push,out
2024-10-07 02:57:48,,"OK, got it!",intercom_text,out
2024-10-04 05:50:07,,I’m still here waiting outside,intercom_text,out
2024-10-04 05:50:07,,I’m still here waiting outside,push,out
2024-10-04 05:50:02,,"Sorry, I accidentally pressed the start ride on my CarPlay",push,out
2024-10-04 05:50:01,,"Sorry, I accidentally pressed the start ride on my CarPlay",intercom_text,out
2024-10-03 11:48:17,,"OK, got it!",push,out
2024-10-03 11:48:17,,"OK, got it!",intercom_text,out
2024-10-03 11:47:59,,When is the latest?,intercom_text,out
2024-10-03 11:44:41,,When is thet?,intercom_text,out
2024-10-03 11:43:38,,When will i get it,intercom_text,out
2024-10-03 11:43:30,,I completed it last quarter,intercom_text,out
2024-10-03 11:39:50,,At what point will I see my 50% health Care stipend,intercom_text,out
2024-10-03 11:39:21,,I know I did over 200 hours last quarter,intercom_text,out
2024-10-03 11:39:07,,Yes,intercom_text,out
2024-10-03 11:28:29,,Sure,intercom_text,out
2024-10-03 11:27:20,,When will I revieve last quarters healthcare stipend?,intercom_text,out
2024-10-03 02:21:31,,"OK, got it!",push,out
2024-10-03 02:21:31,,"OK, got it!",intercom_text,out
2024-10-03 02:20:46,,Which side of street?,intercom_text,out
2024-10-03 02:20:46,,Which side of street?,push,out
2024-10-03 02:20:40,,Traffic was going fast,push,out
2024-10-03 02:20:40,,Traffic was going fast,intercom_text,out
2024-10-03 02:20:26,,I think i passed you,intercom_text,out
2024-10-03 02:20:26,,I think i passed you,push,out
2024-10-02 23:17:49,,Where should I wait?,push,out
2024-10-02 23:17:49,,Where should I wait?,intercom_text,out
2024-10-02 23:17:21,,"OK, got it!",intercom_text,out
2024-10-02 23:17:21,,"OK, got it!",push,out
2024-10-02 23:16:29,,I've arrived,push,out
2024-10-02 23:16:29,,I've arrived,intercom_text,out
2024-10-02 23:05:53,,Im here,push,out
2024-10-02 23:05:53,,Im here,intercom_text,out
2024-10-02 23:05:50,,"OK, got it!",push,out
2024-10-02 23:05:50,,"OK, got it!",intercom_text,out
2024-10-01 19:49:51,,Usually it is available by tuesday every 2 weeks,intercom_text,out
2024-10-01 19:49:41,,No not for healthcare stipend. For the earnings garurentee,intercom_text,out
2024-10-01 19:48:30,,It shows no activity,intercom_text,out
2024-10-01 19:48:19,,For prop 22,intercom_text,out
2024-10-01 19:48:14,,I met the earnings garuentee for last 2 weeks pay period,intercom_text,out
2024-10-01 19:47:57,,Can I ask if,intercom_text,out
2024-10-01 19:47:42,,Lk,intercom_text,out
2024-10-01 19:44:25,,Can I ask you how many active hours I had last quarter?,intercom_text,out
2024-10-01 19:40:40,,Ok can I ask you if I was eligible?,intercom_text,out
2024-10-01 19:38:15,,I would like to know how many active hours I did for the quarter ending on september 30th,intercom_text,out
2024-10-01 19:33:08,,Is there no record of that?,intercom_text,out
2024-10-01 19:32:55,,I did well over the hours for last quarter to qualify for 50% of stipendt,intercom_text,out
2024-10-01 19:32:07,,Elevate this to your manager,intercom_text,out
2024-10-01 19:31:58,,"You should know that prop 22 is a law and if it’s not followed, there are consequences",intercom_text,out
2024-10-01 19:31:38,,That’s an FAQ,intercom_text,out
2024-10-01 19:31:31,,That link does not show me my activity,intercom_text,out
2024-10-01 19:29:33,,This screenshot shows I am eligible,intercom_text,out
2024-10-01 19:29:13,,Attachment - 1 Image,intercom_text,out
2024-10-01 19:28:54,,I did over 210 hours,intercom_text,out
2024-10-01 19:28:46,,Why was I not eligible for last quarter?,intercom_text,out
2024-10-01 19:28:41,,Wait,intercom_text,out
2024-10-01 19:23:23,,Last quarter stipend,intercom_text,out
2024-10-01 19:23:09,,I want to know if you can see on your end if I was eligible for last month stipend,intercom_text,out
2024-10-01 19:22:53,,"Well, I know that my hours are enough, but it’s not reflecting that in the app",intercom_text,out
2024-10-01 19:18:44,,Because the hours kept switching I’m pretty sure I was over 210 hours,intercom_text,out
2024-10-01 19:18:28,,Was I eligible for last quarter the one ending on September 30,intercom_text,out
2024-10-01 19:14:46,,Yes,intercom_text,out
2024-10-01 19:12:48,,"Hello, I would like to know at what point does my healthcare stipend get processed for last quarter?",intercom_text,out
2024-10-01 19:12:32,,Hi,intercom_text,out
2024-09-30 22:49:35,,"OK, got it!",intercom_text,out
2024-09-30 22:49:35,,"OK, got it!",push,out
2024-09-30 21:14:29,,Im here,intercom_text,out
2024-09-30 21:14:20,,I'm on my way,intercom_text,out
2024-09-30 21:13:22,,I've arrived,intercom_text,out
2024-09-30 20:13:32,,I've arrived,intercom_text,out
2024-09-30 08:21:10,,"OK, got it!",push,out
2024-09-30 08:21:09,,"OK, got it!",intercom_text,out
2024-09-30 07:33:06,,"OK, got it!",intercom_text,out
2024-09-30 06:59:13,,I've arrived,intercom_text,out
2024-09-30 06:59:13,,I've arrived,push,out
2024-09-30 06:48:04,,I've arrived,intercom_text,out
2024-09-30 06:48:04,,I've arrived,push,out
2024-09-30 04:06:51,,"OK, got it!",intercom_text,out
2024-09-30 04:06:51,,"OK, got it!",push,out
2024-09-29 21:57:08,,"OK, got it!",push,out
2024-09-29 21:57:08,,"OK, got it!",intercom_text,out
2024-09-29 13:15:47,,"OK, got it!",intercom_text,out
2024-09-29 13:15:47,,"OK, got it!",push,out
2024-09-29 13:15:28,,I've arrived,intercom_text,out
2024-09-29 13:15:28,,I've arrived,push,out
2024-09-28 13:42:08,,"OK, got it!",intercom_text,out
2024-09-28 13:42:08,,"OK, got it!",push,out
2024-09-28 12:42:05,,Ok,push,out
2024-09-28 12:42:04,,Ok,intercom_text,out
2024-09-28 10:29:06,,Ok,intercom_text,out
2024-09-28 10:29:06,,Ok,push,out
2024-09-28 10:28:36,,Am i at the right van?,push,out
2024-09-28 10:28:36,,Am i at the right van?,intercom_text,out
2024-09-28 10:27:46,,Ok,intercom_text,out
2024-09-28 10:27:46,,Ok,push,out
2024-09-28 10:26:54,,Which way,intercom_text,out
2024-09-28 10:26:54,,Which way,push,out
2024-09-28 09:34:08,,I've arrived,intercom_text,out
2024-09-28 09:03:12,,I've arrived,intercom_text,out
2024-09-28 09:03:12,,I've arrived,push,out
2024-09-27 10:50:20,,I've arrived,push,out
2024-09-27 10:50:20,,I've arrived,intercom_text,out
2024-09-27 09:09:57,,Just getting some quick gas I’ll be there in a minute,push,out
2024-09-27 09:09:56,,Just getting some quick gas I’ll be there in a minute,intercom_text,out
2024-09-27 08:45:32,,I've arrived,intercom_text,out
2024-09-27 08:39:06,,"OK, got it!",intercom_text,out
2024-09-27 07:58:02,,"OK, got it!",intercom_text,out
2024-09-27 07:58:02,,"OK, got it!",push,out
2024-09-27 06:39:21,,I've arrived,push,out
2024-09-27 06:39:21,,I've arrived,intercom_text,out
2024-09-26 22:48:44,,"OK, got it!",intercom_text,out
2024-09-26 22:48:44,,"OK, got it!",push,out
2024-09-26 21:54:21,,I've arrived,push,out
2024-09-26 21:54:21,,I've arrived,intercom_text,out
2024-09-25 06:37:48,,I've arrived,push,out
2024-09-25 06:37:48,,I've arrived,intercom_text,out
2024-09-25 06:04:07,,"OK, got it!",intercom_text,out
2024-09-25 06:04:07,,"OK, got it!",push,out
2024-09-24 20:21:00,,Im in my way,push,out
2024-09-24 20:21:00,,Im in my way,intercom_text,out
2024-09-24 20:19:49,,Gayley ?,intercom_text,out
2024-09-24 20:19:49,,Gayley ?,push,out
2024-09-24 20:19:43,,Ok i think i see where you are,intercom_text,out
2024-09-24 20:19:43,,Ok i think i see where you are,push,out
2024-09-24 20:19:07,,Is it easier if i come towards you?,intercom_text,out
2024-09-24 20:19:07,,Is it easier if i come towards you?,push,out
2024-09-24 20:17:51,,"OK, got it!",intercom_text,out
2024-09-24 20:17:51,,"OK, got it!",push,out
2024-09-24 20:15:04,,I've arrived,push,out
2024-09-24 20:15:04,,I've arrived,intercom_text,out
2024-09-24 19:00:26,,On corner,push,out
2024-09-24 19:00:25,,On corner,intercom_text,out
2024-09-24 19:00:22,,I've arrived,push,out
2024-09-24 19:00:22,,I've arrived,intercom_text,out
2024-09-24 17:50:55,,I've arrived,push,out
2024-09-24 17:50:55,,I've arrived,intercom_text,out
2024-09-17 09:06:48,,I've arrived,intercom_text,out
2024-09-17 09:06:48,,I've arrived,push,out
2024-09-17 08:57:28,,"OK, got it!",push,out
2024-09-17 08:57:28,,"OK, got it!",intercom_text,out
2024-09-16 13:04:30,,"Just getting some gas , i’ll be right there",intercom_text,out
2024-09-16 03:47:08,,"OK, got it!",intercom_text,out
2024-09-16 03:47:08,,"OK, got it!",push,out
2024-09-16 03:06:27,,I've arrived,push,out
2024-09-16 03:06:27,,I've arrived,intercom_text,out
2024-09-15 10:11:54,,I've arrived,push,out
2024-09-15 10:11:54,,I've arrived,intercom_text,out
2024-09-15 05:28:55,,I've arrived,intercom_text,out
2024-09-15 05:28:55,,I've arrived,push,out
2024-09-15 03:06:29,,"OK, got it!",push,out
2024-09-15 03:06:29,,"OK, got it!",intercom_text,out
2024-09-14 22:09:25,,I've arrived,intercom_text,out
2024-09-14 22:09:25,,I've arrived,push,out
2024-09-14 07:03:24,,I've arrived,push,out
2024-09-14 07:03:24,,I've arrived,intercom_text,out
2024-09-14 06:01:28,,I've arrived,intercom_text,out
2024-09-14 06:01:28,,I've arrived,push,out
2024-09-14 05:12:38,,I've arrived,intercom_text,out
2024-09-14 05:12:38,,I've arrived,push,out
2024-09-13 10:42:41,,I've arrived,intercom_text,out
2024-09-13 10:42:41,,I've arrived,push,out
2024-09-13 10:12:26,,I've arrived,intercom_text,out
2024-09-13 10:12:26,,I've arrived,push,out
2024-09-13 08:08:07,,I've arrived,intercom_text,out
2024-09-13 06:21:31,,Lane 1,intercom_text,out
2024-09-13 06:21:31,,Lane 1,push,out
2024-09-13 06:09:10,,"OK, got it!",intercom_text,out
2024-09-13 06:09:10,,"OK, got it!",push,out
2024-09-13 04:45:24,,"OK, got it!",intercom_text,out
2024-09-13 04:45:24,,"OK, got it!",push,out
2024-09-13 04:43:22,,I've arrived,intercom_text,out
2024-09-13 04:43:22,,I've arrived,push,out
2024-09-13 04:40:31,,I've arrived,intercom_text,out
2024-09-13 04:40:31,,I've arrived,push,out
2024-09-13 04:22:30,,"OK, got it!",push,out
2024-09-13 04:22:30,,"OK, got it!",intercom_text,out
2024-09-12 09:17:32,,I've arrived,intercom_text,out
2024-09-12 09:17:32,,I've arrived,push,out
2024-09-12 08:52:33,,"OK, got it!",push,out
2024-09-12 08:52:33,,"OK, got it!",intercom_text,out
2024-09-12 08:25:49,,I've arrived,push,out
2024-09-12 08:25:49,,I've arrived,intercom_text,out
2024-09-11 16:30:33,,"OK, got it!",intercom_text,out
2024-09-11 05:28:21,,I've arrived,push,out
2024-09-11 05:28:21,,I've arrived,intercom_text,out
2024-09-10 12:10:53,,"OK, got it!",push,out
2024-09-10 12:10:53,,"OK, got it!",intercom_text,out
2024-09-10 11:56:30,,I've arrived,push,out
2024-09-10 11:56:30,,I've arrived,intercom_text,out
2024-09-10 10:17:46,,I've arrived,push,out
2024-09-10 10:17:46,,I've arrived,intercom_text,out
2024-09-10 05:33:33,,"OK, got it!",intercom_text,out
2024-09-10 05:33:33,,"OK, got it!",push,out
2024-09-09 21:32:28,,"OK, got it!",intercom_text,out
2024-09-09 21:23:56,,"OK, got it!",intercom_text,out
2024-09-09 20:40:12,,I called,intercom_text,out
2024-09-09 20:35:43,,"OK, got it!",intercom_text,out
2024-09-09 05:21:39,,"OK, got it!",intercom_text,out
2024-09-06 12:17:20,,"OK, got it!",push,out
2024-09-06 12:17:20,,"OK, got it!",intercom_text,out
2024-09-06 11:39:52,,I've arrived,push,out
2024-09-06 11:39:52,,I've arrived,intercom_text,out
2024-09-06 10:42:13,,I've arrived,intercom_text,out
2024-09-06 10:12:10,,I've arrived,intercom_text,out
2024-09-06 09:42:56,,I've arrived,intercom_text,out
2024-09-06 09:42:56,,I've arrived,push,out
2024-09-06 08:42:36,,"OK, got it!",intercom_text,out
2024-09-06 08:42:36,,"OK, got it!",push,out
2024-09-06 08:42:19,,I've arrived,intercom_text,out
2024-09-06 08:42:19,,I've arrived,push,out
2024-09-05 05:31:27,,I've arrived,intercom_text,out
2024-09-05 05:31:27,,I've arrived,push,out
2024-09-05 03:52:24,,I've arrived,intercom_text,out
2024-09-05 03:52:24,,I've arrived,push,out
2024-09-05 03:04:57,,I've arrived,push,out
2024-09-05 03:04:57,,I've arrived,intercom_text,out
2024-09-05 00:11:40,,I've arrived,push,out
2024-09-05 00:11:40,,I've arrived,intercom_text,out
2024-09-04 07:29:23,,I've arrived,push,out
2024-09-04 07:29:23,,I've arrived,intercom_text,out
2024-09-04 02:33:35,,I've arrived,push,out
2024-09-04 02:33:35,,I've arrived,intercom_text,out
