City_Name,Restaurant_Name,Request_Time_Local,Final_Delivery_Time_Local,Order_Status,Item_Name,Item_quantity,Customizations,Customization_Cost_Local,Special_Instructions,Item_Price,Order_Price,Currency
Los Angeles,Boo's Philly Cheesesteaks  (Silverlake),2021-11-29T17:09:43.000Z,2021-11-29T17:54:23.000Z,completed,Cheese Fries,1,Large,0.7,,5.8,49.41,USD
Los Angeles,Boo's Philly Cheesesteaks  (Silverlake),2021-11-29T17:09:43.000Z,2021-11-29T17:54:23.000Z,completed,Coke,1,"",,,2.25,49.41,USD
Los Angeles,Boo's Philly Cheesesteaks  (Silverlake),2021-11-29T17:09:43.000Z,2021-11-29T17:54:23.000Z,completed,Side of Cherry Peppers,1,"",,,1.0,49.41,USD
Los Angeles,Boo's Philly Cheesesteaks  (Silverlake),2021-11-29T17:09:43.000Z,2021-11-29T17:54:23.000Z,completed,Wise Chips,1,"Salt and Vinegar, Honey BBQ",0.0,,2.0,49.41,USD
Los Angeles,Papa's Pasta,2021-11-13T23:30:23.000Z,2021-11-14T01:00:43.000Z,completed,Build Your Own Pasta,1,Spinach and Cheese Ravioli,1.0,,16.99,29.53,USD
Los Angeles,Papa's Pasta,2021-11-13T23:30:23.000Z,2021-11-14T01:00:43.000Z,completed,Mexican Coca cola,1,No,0.0,,3.99,29.53,USD
Los Angeles,Papa's Pasta,2021-11-13T23:30:23.000Z,2021-11-14T01:00:43.000Z,completed,Build Your Own Pasta,1,"Arrabiata (spicy marinara), Shaved Parmesan , Black Olives, No Protein, Green Olives",0.0,,16.99,29.53,USD
Los Angeles,Papa's Pasta,2021-11-13T23:30:23.000Z,2021-11-14T01:00:43.000Z,completed,Garlic Knots,1,"",,,7.99,29.53,USD
Los Angeles,Mashti Malone’s Ice Cream,2021-11-11T21:18:03.000Z,2021-11-11T21:50:30.000Z,completed,Hand Packed Pints,1,Herbal Snow Sorbet,0.0,,9.95,19.17,USD
Los Angeles,Mashti Malone’s Ice Cream,2021-11-11T21:18:03.000Z,2021-11-11T21:50:30.000Z,completed,Hand Packed Pints,1,"Rainbow Sprinkles, Waffle Cone Pieces",0.75,,9.95,19.17,USD
Los Angeles,Boo's Philly Cheesesteaks  (Silverlake),2021-11-11T19:25:48.000Z,2021-11-11T19:57:20.000Z,completed,Boo's Cheesesteak,1,Provolone,0.0,,11.95,42.68,USD
Los Angeles,Boo's Philly Cheesesteaks  (Silverlake),2021-11-11T19:25:48.000Z,2021-11-11T19:57:20.000Z,completed,Boo's Cheesesteak,1,1/2 Portion Steak,2.75,,11.95,42.68,USD
Los Angeles,Boo's Philly Cheesesteaks  (Silverlake),2021-11-11T19:25:48.000Z,2021-11-11T19:57:20.000Z,completed,Cheese Fries,1,Large,0.7,Can I please have a side of buffallo sauce or hot sauce?  Thank you!,5.8,42.68,USD
Los Angeles,Boo's Philly Cheesesteaks  (Silverlake),2021-11-11T19:25:48.000Z,2021-11-11T19:57:20.000Z,completed,Side of Cherry Peppers,1,"",,,1.0,42.68,USD
Los Angeles,Boo's Philly Cheesesteaks  (Silverlake),2021-11-11T19:25:48.000Z,2021-11-11T19:57:20.000Z,completed,Boo's Cheesesteak,1,"Sweet Bell Peppers, Xtra Onions, Cherry Peppers",1.0,,11.95,42.68,USD
Los Angeles,Boo's Philly Cheesesteaks  (Silverlake),2021-11-11T19:25:48.000Z,2021-11-11T19:57:20.000Z,completed,Coke,1,"",,,2.25,42.68,USD
Los Angeles,Boo's Philly Cheesesteaks  (Silverlake),2021-11-11T19:25:48.000Z,2021-11-11T19:57:20.000Z,completed,IBC Rootbeer,1,"",,,2.25,42.68,USD
Los Angeles,Boo's Philly Cheesesteaks  (Silverlake),2021-11-11T19:25:48.000Z,2021-11-11T19:57:20.000Z,completed,Side of Pickles,1,"",,,1.0,42.68,USD
Los Angeles,Boo's Philly Cheesesteaks  (Silverlake),2021-11-11T19:25:48.000Z,2021-11-11T19:57:20.000Z,completed,Wise Chips,1,Salt and Vinegar,0.0,,2.0,42.68,USD
Los Angeles,Phillz Cheesesteaks (5162 Sepulveda Blvd),2021-11-05T00:22:04.000Z,2021-11-05T00:46:27.000Z,completed,Jalapeno Cheesesteak,1,"Buffalo Sauce, Sauce on the Side",0.0,,16.99,36.56,USD
Los Angeles,Phillz Cheesesteaks (5162 Sepulveda Blvd),2021-11-05T00:22:04.000Z,2021-11-05T00:46:27.000Z,completed,Jalapeno Cheesesteak,1,French Fries,6.99,,16.99,36.56,USD
Los Angeles,Phillz Cheesesteaks (5162 Sepulveda Blvd),2021-11-05T00:22:04.000Z,2021-11-05T00:46:27.000Z,completed,Bottled Water,1,"",,,2.99,36.56,USD
Los Angeles,Phillz Cheesesteaks (5162 Sepulveda Blvd),2021-11-05T00:22:04.000Z,2021-11-05T00:46:27.000Z,completed,Coca-Cola®,1,"",,,2.99,36.56,USD
Los Angeles,Denny's (15540 Roscoe Blvd),2021-10-22T04:35:02.000Z,2021-10-22T06:05:23.000Z,completed,Berry Vanilla Crepe Breakfast,1,Hash Browns with Cheese,1.49,,0.0,24.39,USD
Los Angeles,Denny's (15540 Roscoe Blvd),2021-10-22T04:35:02.000Z,2021-10-22T06:05:23.000Z,completed,Signature Diner Blend Coffee,1,Signature Diner Blend Coffee,0.0,,4.09,24.39,USD
Los Angeles,Denny's (15540 Roscoe Blvd),2021-10-22T04:35:02.000Z,2021-10-22T06:05:23.000Z,completed,Berry Vanilla Crepe Breakfast,1,"Scrambled, Turkey bacon slices (2)",0.0,,0.0,24.39,USD
Los Angeles,Denny's (15540 Roscoe Blvd),2021-10-22T04:35:02.000Z,2021-10-22T06:05:23.000Z,completed,Berry Vanilla Crepe Breakfast,1,Strawberry Vanilla 2 Crepe Breakfast (2 Crepe),16.69,,0.0,24.39,USD
Los Angeles,Pizza Hut (7136 Van Nuys Blvd.),2021-10-13T23:51:52.000Z,2021-10-14T00:11:23.000Z,completed,Breadsticks,1,"",,,8.39,22.62,USD
Los Angeles,Pizza Hut (7136 Van Nuys Blvd.),2021-10-13T23:51:52.000Z,2021-10-14T00:11:23.000Z,completed,"6\" Personal Pan Pizza",1,"Classic Marinara, Original Pan® Pizza",0.0,,5.99,22.62,USD
Los Angeles,Pizza Hut (7136 Van Nuys Blvd.),2021-10-13T23:51:52.000Z,2021-10-14T00:11:23.000Z,completed,"6\" Personal Pan Pizza",1,Sweet Pineapple,0.6,,5.99,22.62,USD
Los Angeles,Pizza Hut (7136 Van Nuys Blvd.),2021-10-13T23:51:52.000Z,2021-10-14T00:11:23.000Z,completed,Honey BBQ,1,"",,,0.9,22.62,USD
Los Angeles,Philly Fresh Cheesesteaks (9061 Van Nuys Blvd),2021-10-11T23:48:48.000Z,2021-10-12T00:23:03.000Z,completed,French Fries,2,"",,,5.93,34.9,USD
Los Angeles,Philly Fresh Cheesesteaks (9061 Van Nuys Blvd),2021-10-11T23:48:48.000Z,2021-10-12T00:23:03.000Z,completed,Lemonade,1,"",,,2.4,34.9,USD
Los Angeles,Philly Fresh Cheesesteaks (9061 Van Nuys Blvd),2021-10-11T23:48:48.000Z,2021-10-12T00:23:03.000Z,completed,Philadelphia Cheesesteak,2,Provolone Cheese,0.0,,10.78,34.9,USD
Los Angeles,Carls' Jr. 7378,2021-10-10T03:06:58.000Z,2021-10-10T03:30:03.000Z,completed,Simply Orange®,1,"",,,2.2,26.88,USD
Los Angeles,Carls' Jr. 7378,2021-10-10T03:06:58.000Z,2021-10-10T03:30:03.000Z,completed,Beyond Famous Star® with Cheese Combo,1,"CHOOSE A DRINK, CHOOSE A SIDE, Medium, Natural-Cut Fries, Cherry Coke®",0.0,,14.99,26.88,USD
Los Angeles,Carls' Jr. 7378,2021-10-10T03:06:58.000Z,2021-10-10T03:30:03.000Z,completed,Beyond Famous Star® with Cheese Combo,1,Crisscut® Fries,0.25,,14.99,26.88,USD
Los Angeles,Carls' Jr. 7378,2021-10-10T03:06:58.000Z,2021-10-10T03:30:03.000Z,completed,Beyond Famous Star® with Cheese Combo,1,Large,2.33,,14.99,26.88,USD
Los Angeles,Carls' Jr. 7378,2021-10-05T03:02:35.000Z,2021-10-05T03:21:28.000Z,completed,Beyond Famous Star® with Cheese Combo,1,"CHOOSE A DRINK, CHOOSE A SIDE, Medium, Minute Maid® Orange Juice, Natural-Cut Fries",0.0,,14.99,33.11,USD
Los Angeles,Carls' Jr. 7378,2021-10-05T03:02:35.000Z,2021-10-05T03:21:28.000Z,completed,Beyond Famous Star® with Cheese Combo,1,Crisscut® Fries,0.25,,14.99,33.11,USD
Los Angeles,Carls' Jr. 7378,2021-10-05T03:02:35.000Z,2021-10-05T03:21:28.000Z,completed,Beyond Famous Star® with Cheese Combo,1,Large,2.33,,14.99,33.11,USD
Los Angeles,Carls' Jr. 7378,2021-10-05T03:02:35.000Z,2021-10-05T03:21:28.000Z,completed,Fried Zucchini,1,House Dressing,0.0,,6.38,33.11,USD
Los Angeles,NY Crust Pizzeria (Van Nuys),2021-09-29T02:49:35.000Z,2021-09-29T03:13:50.000Z,completed,Greek Salad,1,"",,,10.95,36.43,USD
Los Angeles,NY Crust Pizzeria (Van Nuys),2021-09-29T02:49:35.000Z,2021-09-29T03:13:50.000Z,completed,Margherita Pizza,1,"Small (10\"), Regular",0.0,,12.99,36.43,USD
Los Angeles,NY Crust Pizzeria (Van Nuys),2021-09-29T02:49:35.000Z,2021-09-29T03:13:50.000Z,completed,Margherita Pizza,1,"Black Olives , Jalapeno Pepper",1.25,,12.99,36.43,USD
Los Angeles,Yoshinoya (Panorama City),2021-09-27T23:54:06.000Z,2021-09-28T00:19:50.000Z,completed,Combo XL Bowl,1,"White Rice, 2-piece Vegetable Spring Rolls, No, Vegetables, Habanero Chicken XL, Orange Chicken XL",0.0,,11.39,24.78,USD
Los Angeles,Yoshinoya (Panorama City),2021-09-27T23:54:06.000Z,2021-09-28T00:19:50.000Z,completed,Combo XL Bowl,1,Bundle it,3.89,,11.39,24.78,USD
Los Angeles,Yoshinoya (Panorama City),2021-09-27T23:54:06.000Z,2021-09-28T00:19:50.000Z,completed,Teriyaki Sauce Only,1,"",,,0.79,24.78,USD
Los Angeles,Yoshinoya (Panorama City),2021-09-27T23:54:06.000Z,2021-09-28T00:19:50.000Z,completed,Combo XL Bowl,1,Dole Strawberry Lemonade,0.69,,11.39,24.78,USD
Los Angeles,Bangin Buns (NoHo),2021-09-01T22:09:39.000Z,2021-09-01T22:42:22.000Z,completed,Bangin Plate,1,Spicy (feel the heat),0.0,,14.99,32.09,USD
Los Angeles,Bangin Buns (NoHo),2021-09-01T22:09:39.000Z,2021-09-01T22:42:22.000Z,completed,Lemonade,1,"",,,2.5,32.09,USD
Los Angeles,Bangin Buns (NoHo),2021-09-01T22:09:39.000Z,2021-09-01T22:42:22.000Z,completed,Honey Hot,1,"",,,0.65,32.09,USD
Los Angeles,Bangin Buns (NoHo),2021-09-01T22:09:39.000Z,2021-09-01T22:42:22.000Z,completed,Waffle Fries,1,"",,Hot sauce on side if possible,5.85,32.09,USD
Los Angeles,STRIKEOUT - SEC 24 Right Field Reserve Level - Postmates,2021-08-20T20:32:02.000Z,2021-08-20T20:34:27.000Z,completed,Estrella Jalisco (4.50% ABV),1,"",,,17.75,47.36,USD
Los Angeles,STRIKEOUT - SEC 24 Right Field Reserve Level - Postmates,2021-08-20T20:32:02.000Z,2021-08-20T20:34:27.000Z,completed,Super Dodger Dog,1,"",,,7.75,47.36,USD
Los Angeles,STRIKEOUT - SEC 24 Right Field Reserve Level - Postmates,2021-08-20T20:00:40.000Z,2021-08-20T20:01:11.000Z,completed,Nacho Cheese Cup,1,"",,,2.25,14.51,USD
Los Angeles,STRIKEOUT - SEC 24 Right Field Reserve Level - Postmates,2021-08-20T20:00:40.000Z,2021-08-20T20:01:11.000Z,completed,Frozen Lemonade,1,"",,,5.75,14.51,USD
Los Angeles,STRIKEOUT - SEC 24 Right Field Reserve Level - Postmates,2021-08-20T20:00:40.000Z,2021-08-20T20:01:11.000Z,completed,Pretzel,1,with salt,0.0,,5.25,14.51,USD
Los Angeles,800 Degrees Neapolitan Pizza - Hollywood,2021-08-18T21:32:20.000Z,2021-08-18T21:58:01.000Z,completed,Chopped Salad,1,DRESSING ON SIDE,0.0,,0.0,60.73,USD
Los Angeles,800 Degrees Neapolitan Pizza - Hollywood,2021-08-18T21:32:20.000Z,2021-08-18T21:58:01.000Z,completed,Chopped Salad,1,Small,12.28,,0.0,60.73,USD
Los Angeles,800 Degrees Neapolitan Pizza - Hollywood,2021-08-18T21:32:20.000Z,2021-08-18T21:58:01.000Z,completed,Doppio Pepperoni Pizza,1,"Basil, Garlic, Parmeson",0.0,,17.73,60.73,USD
Los Angeles,800 Degrees Neapolitan Pizza - Hollywood,2021-08-18T21:32:20.000Z,2021-08-18T21:58:01.000Z,completed,Margherita,1,"Jalapeno, Kalamata Olives",1.36,,15.0,60.73,USD
Los Angeles,800 Degrees Neapolitan Pizza - Hollywood,2021-08-18T21:32:20.000Z,2021-08-18T21:58:01.000Z,completed,Side Pesto,1,"",,,1.36,60.73,USD
Los Angeles,Lucifer's Pizza (Sunset),2021-08-13T20:59:00.000Z,2021-08-13T21:42:19.000Z,completed,Baked Fries,1,"",,,5.99,49.1,USD
Los Angeles,Lucifer's Pizza (Sunset),2021-08-13T20:59:00.000Z,2021-08-13T21:42:19.000Z,completed,"Simply Cheese Pizza (16\")",1,"Jalapenos, Kalamata Olives",2.75,,18.99,49.1,USD
Los Angeles,Lucifer's Pizza (Sunset),2021-08-13T20:59:00.000Z,2021-08-13T21:42:19.000Z,completed,Flame Baked Chicken Wings (6 pack),1,Blazing Spice,0.0,,7.99,49.1,USD
Los Angeles,Lucifer's Pizza (Sunset),2021-08-13T20:59:00.000Z,2021-08-13T21:42:19.000Z,completed,"Simply Cheese Pizza (16\")",1,"Pepper Flakes, Fiery Spice, Regular Cheese, Regular Crust, Black Pepper",0.0,,18.99,49.1,USD
Los Angeles,Crispy Crust (Hollywood),2021-08-05T18:00:23.000Z,2021-08-05T18:19:15.000Z,completed,Buffalo Wings,1,6 Pieces,8.99,,0.0,41.97,USD
Los Angeles,Crispy Crust (Hollywood),2021-08-05T18:00:23.000Z,2021-08-05T18:19:15.000Z,completed,Medium Pizza,1,Thick Crust,1.0,,14.99,41.97,USD
Los Angeles,Crispy Crust (Hollywood),2021-08-05T18:00:23.000Z,2021-08-05T18:19:15.000Z,completed,Medium Pizza,1,"Green Olives, Jalapenos",1.5,,14.99,41.97,USD
Los Angeles,Crispy Crust (Hollywood),2021-08-05T18:00:23.000Z,2021-08-05T18:19:15.000Z,completed,Side of Jalapenos,1,"",,,0.99,41.97,USD
Los Angeles,Crispy Crust (Hollywood),2021-08-05T18:00:23.000Z,2021-08-05T18:19:15.000Z,completed,Buffalo Wings,1,"Ranch, Extra Hot Sauce",0.0,,0.0,41.97,USD
Los Angeles,Crispy Crust (Hollywood),2021-08-05T18:00:23.000Z,2021-08-05T18:19:15.000Z,completed,Coke Can,1,"",,,1.99,41.97,USD
Los Angeles,Crispy Crust (Hollywood),2021-08-05T18:00:23.000Z,2021-08-05T18:19:15.000Z,completed,Hot Suace,1,"",,,0.99,41.97,USD
Los Angeles,Crispy Crust (Hollywood),2021-08-05T18:00:23.000Z,2021-08-05T18:19:15.000Z,completed,Medium Pizza,1,Pizza Sauce,0.0,,14.99,41.97,USD
Los Angeles,Dave's Hot Chicken (Hollywood),2021-08-04T22:04:33.000Z,2021-08-04T22:41:36.000Z,completed,Combo #3: 1 Tender & 1 Slider w/ Fries,1,"Ketchup Packets, Extra Hot, Honey Packets, Reaper",0.0,,14.29,25.22,USD
Los Angeles,Dave's Hot Chicken (Hollywood),2021-08-04T22:04:33.000Z,2021-08-04T22:41:36.000Z,completed,Kale Slaw,1,"",,,4.19,25.22,USD
Los Angeles,Dave's Hot Chicken (Hollywood),2021-08-04T22:04:33.000Z,2021-08-04T22:41:36.000Z,completed,Side of Dave's Sauce,1,"",,,0.0,25.22,USD
