Event Time (UTC),GPS Time (UTC),Horizontal Accuracy,Latitude,Longitude,Speed (GPS),City,Cellular Carrier,Carrier MCC,Carrier MNC,Google Play Services Status,Device ID,IP Address,Device Language,Device Model,Device OS,Device OS Version,Region,Session Start Time (UTC),Analytics Event Type
2025-01-18 06:24:13.549,2025-01-18 06:24:22.580,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,impression
2025-01-18 06:24:13.549,2025-01-18 06:24:22.580,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,impression
2025-01-18 06:24:13.549,2025-01-18 06:24:22.580,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,impression
2025-01-18 06:24:29.247,2025-01-18 06:24:28.607,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,tap
2025-01-18 06:24:06.359,2025-01-18 06:24:09.582,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,custom
2025-01-18 06:24:06.369,2025-01-18 06:24:09.582,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,custom
2025-01-18 06:24:06.387,2025-01-18 06:24:09.582,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,custom
2025-01-18 06:24:06.409,2025-01-18 06:24:09.582,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,custom
2025-01-18 06:24:06.409,2025-01-18 06:24:09.582,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,custom
2025-01-18 06:24:06.570,2025-01-18 06:24:09.582,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,impression
2025-01-18 06:24:06.603,2025-01-18 06:24:10.589,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,custom
2025-01-18 06:24:06.570,2025-01-18 06:24:09.582,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,impression
2025-01-18 06:24:06.625,2025-01-18 06:24:10.589,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,custom
2025-01-18 06:24:06.625,2025-01-18 06:24:10.589,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,impression
2025-01-18 06:24:06.633,2025-01-18 06:24:10.589,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,custom
2025-01-18 06:24:06.626,2025-01-18 06:24:10.589,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,custom
2025-01-18 06:24:06.637,2025-01-18 06:24:10.589,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,custom
2025-01-18 06:24:06.642,2025-01-18 06:24:10.589,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,custom
2025-01-18 06:24:06.652,2025-01-18 06:24:10.589,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,custom
2025-01-18 06:24:06.657,2025-01-18 06:24:10.589,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,impression
2025-01-18 06:24:06.660,2025-01-18 06:24:10.589,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,custom
2025-01-18 06:24:06.728,2025-01-18 06:24:11.585,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,impression
2025-01-18 06:24:06.728,2025-01-18 06:24:11.585,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,impression
2025-01-18 06:24:06.750,2025-01-18 06:24:11.585,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,custom
2025-01-18 06:24:06.761,2025-01-18 06:24:11.585,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,custom
2025-01-18 06:24:06.810,2025-01-18 06:24:11.585,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,custom
2025-01-18 06:24:06.819,2025-01-18 06:24:11.585,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,custom
2025-01-18 06:24:06.832,2025-01-18 06:24:12.587,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,custom
2025-01-18 06:24:06.876,2025-01-18 06:24:12.587,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,custom
2025-01-18 06:24:06.876,2025-01-18 06:24:12.587,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,custom
2025-01-18 06:24:06.876,2025-01-18 06:24:12.587,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,custom
2025-01-18 06:24:06.876,2025-01-18 06:24:12.587,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,custom
2025-01-18 06:24:06.876,2025-01-18 06:24:12.587,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,custom
2025-01-18 06:24:06.876,2025-01-18 06:24:12.587,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,custom
2025-01-18 06:24:06.876,2025-01-18 06:24:12.587,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,custom
2025-01-18 06:24:06.876,2025-01-18 06:24:12.587,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,custom
2025-01-18 06:24:06.876,2025-01-18 06:24:12.587,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,custom
2025-01-18 06:24:06.876,2025-01-18 06:24:12.587,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,custom
2025-01-18 06:24:06.876,2025-01-18 06:24:12.587,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,custom
2025-01-18 06:24:06.876,2025-01-18 06:24:12.587,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,custom
2025-01-18 06:24:06.882,2025-01-18 06:24:12.587,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,custom
2025-01-18 06:24:06.882,2025-01-18 06:24:12.587,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,custom
2025-01-18 06:24:06.882,2025-01-18 06:24:12.587,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,custom
2025-01-18 06:24:06.882,2025-01-18 06:24:12.587,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,impression
2025-01-18 06:24:06.915,2025-01-18 06:24:12.587,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,custom
2025-01-18 06:24:06.981,2025-01-18 06:24:13.600,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,custom
2025-01-18 06:24:06.981,2025-01-18 06:24:13.600,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,custom
2025-01-18 06:24:06.981,2025-01-18 06:24:13.600,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,custom
2025-01-18 06:24:06.999,2025-01-18 06:24:13.600,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,custom
2025-01-18 06:24:06.992,2025-01-18 06:24:13.600,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,custom
2025-01-18 06:24:06.999,2025-01-18 06:24:13.600,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,custom
2025-01-18 06:24:07.102,2025-01-18 06:24:13.600,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,custom
2025-01-18 06:24:07.117,2025-01-18 06:24:13.600,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,impression
2025-01-18 06:24:07.157,2025-01-18 06:24:13.600,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,impression
2025-01-18 06:24:07.152,2025-01-18 06:24:13.600,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,impression
2025-01-18 06:24:07.157,2025-01-18 06:24:13.600,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,impression
2025-01-18 06:24:07.157,2025-01-18 06:24:13.600,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,impression
2025-01-18 06:24:07.203,2025-01-18 06:24:14.605,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,impression
2025-01-18 06:24:07.157,2025-01-18 06:24:14.605,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,impression
2025-01-18 06:24:07.219,2025-01-18 06:24:14.605,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,impression
2025-01-18 06:24:07.224,2025-01-18 06:24:14.605,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,custom
2025-01-18 06:24:07.332,2025-01-18 06:24:14.605,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,custom
2025-01-18 06:24:07.342,2025-01-18 06:24:14.605,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,custom
2025-01-18 06:24:07.369,2025-01-18 06:24:14.605,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,custom
2025-01-18 06:24:07.400,2025-01-18 06:24:14.605,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,impression
2025-01-18 06:24:07.429,2025-01-18 06:24:14.605,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,custom
2025-01-18 06:24:07.429,2025-01-18 06:24:14.605,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,custom
2025-01-18 06:24:07.606,2025-01-18 06:24:14.605,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,custom
2025-01-18 06:24:07.609,2025-01-18 06:24:14.605,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,custom
2025-01-18 06:24:07.635,2025-01-18 06:24:14.605,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,impression
2025-01-18 06:24:07.642,2025-01-18 06:24:14.605,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,impression
2025-01-18 06:24:07.635,2025-01-18 06:24:14.605,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,impression
2025-01-18 06:24:07.681,2025-01-18 06:24:14.605,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,custom
2025-01-18 06:24:07.681,2025-01-18 06:24:14.605,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,custom
2025-01-18 06:24:07.803,2025-01-18 06:24:15.582,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,custom
2025-01-18 06:24:07.810,2025-01-18 06:24:15.582,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,custom
2025-01-18 06:24:07.921,2025-01-18 06:24:15.582,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,custom
2025-01-18 06:24:08.783,2025-01-18 06:24:16.595,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,tap
2025-01-18 06:24:08.974,2025-01-18 06:24:16.595,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,custom
2025-01-18 06:24:09.007,2025-01-18 06:24:16.595,5.0,34.05529,-118.38613,0.0,los_angeles,--,65535,65535,,0FC33072-C272-4011-9ADF-376EEE78CF04,,en_US,"iPhone17,2",ios,18.2.1,US,2025-01-18 06:24:05.224,custom
